2010,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0501185,Michael Lembeck,"(1 episode, 2010)",,,male,[]
2010,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0282165,Anne Flett-Giordano,,"(11 episodes, 2010-2013)","co-executive producer (83 episodes, 2010-2014)",female,[]
2010,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1652456,Chris Arrington,,,"associate producer (2 episodes, 2010)",mostly_male,[]
2010,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1511130,Larry W. Jones,,,"executive producer (128 episodes, 2010-2015)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0429224,Sebastian Jones,,"(12 episodes, 2011-2015)","consulting producer / co-executive producer / executive producer (92 episodes, 2011-2015)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0842295,Rachel Sweet,,"(15 episodes, 2011-2015)","co-executive producer / executive producer (113 episodes, 2011-2015)",female,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0426169,Sam Johnson,,"(17 episodes, 2010-2015)","co-executive producer / executive producer / supervising producer (123 episodes, 2010-2015)",mostly_male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0553104,Suzanne Martin,,"(creator) (128 episodes, 2010-2015)","executive producer (123 episodes, 2010-2015)",female,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0632315,Sven Nilsson,,,"supervising producer (1 episode, 2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0870699,David Trainer,"(25 episodes, 2010-2013)",,,male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0742756,Gay Rosenthal,,,"executive producer (2 episodes, 2010-2011)",female,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm4275437,Matthew Connor,,,"associate producer (4 episodes, 2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0372704,Robert Heath,,,"co-executive producer / producer / executive producer (124 episodes, 2010-2015)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0005003,Sean Hayes,,,"executive producer (124 episodes, 2010-2015)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0578179,Jeff Melnick,,,"producer / associate producer (123 episodes, 2010-2015)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm3952119,Bradley Gardner,,,"associate producer / producer (19 episodes, 2010-2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1205848,Mark Nasser,,,"producer / associate producer (107 episodes, 2011-2015)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0325337,Shana Goldberg-Meehan,,,"executive producer (1 episode, 2011)",female,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0128225,Andy Cadiff,"(76 episodes, 2010-2015)",,,male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1789828,Todd Milliner,,,"executive producer (124 episodes, 2010-2015)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0709398,Chuck Ranberg,,"(11 episodes, 2010-2013)","co-executive producer / production executive (83 episodes, 2010-2014)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0057831,Paul Barrosse,,,"executive producer (1 episode, 2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm4304703,Todd Miller,,,"executive producer (2 episodes, 2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1831929,Robert Zimmerman,,,"supervising producer (2 episodes, 2010-2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0005344,Joe Regalbuto,"(3 episodes, 2011-2013)",,,male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0423561,Steve Joe,,"(10 episodes, 2011-2013)","co-executive producer (73 episodes, 2011-2014)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm4276018,Jeffery McInick,,,"associate producer (1 episode, 2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0545713,Chris Marcil,,"(17 episodes, 2010-2015)","co-executive producer / executive producer (123 episodes, 2010-2015)",mostly_male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0380863,Alex Herschlag,,,"consulting producer / co-executive producer / executive producer (113 episodes, 2011-2015)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0175165,Matthew Conner,,,"associate producer (17 episodes, 2010-2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0565346,Vanessa McCarthy,,"(3 episodes, 2010-2012)",,female,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm4316781,Andrew Hurckman,,,"associate producer (1 episode, 2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm3848015,Shannon Lansing,,,"line producer: TV Land (21 episodes, 2011-2012)",mostly_female,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm2997600,Keith Cox,,,"executive producer / associate producer (128 episodes, 2010-2015)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0956416,Eric Zicklin,,"(5 episodes, 2011-2012)","co-executive producer (21 episodes, 2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0643553,Lynda Obst,,,"executive producer (124 episodes, 2010-2015)",female,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0804887,Steve Skrovan,,"(2 episodes, 2011)","co-executive producer (21 episodes, 2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0135663,Nicholas Caprio,,,"executive producer (1 episode, 2011)",male,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0282165,Anne Flett-Giordano,,"(11 episodes, 2010-2013)","co-executive producer (83 episodes, 2010-2014)",female,[]
2011,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1511130,Larry W. Jones,,,"executive producer (128 episodes, 2010-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0429224,Sebastian Jones,,"(12 episodes, 2011-2015)","consulting producer / co-executive producer / executive producer (92 episodes, 2011-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0842295,Rachel Sweet,,"(15 episodes, 2011-2015)","co-executive producer / executive producer (113 episodes, 2011-2015)",female,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0426169,Sam Johnson,,"(17 episodes, 2010-2015)","co-executive producer / executive producer / supervising producer (123 episodes, 2010-2015)",mostly_male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0553104,Suzanne Martin,,"(creator) (128 episodes, 2010-2015)","executive producer (123 episodes, 2010-2015)",female,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0870699,David Trainer,"(25 episodes, 2010-2013)",,,male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0372704,Robert Heath,,,"co-executive producer / producer / executive producer (124 episodes, 2010-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0005003,Sean Hayes,,,"executive producer (124 episodes, 2010-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0578179,Jeff Melnick,,,"producer / associate producer (123 episodes, 2010-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1205848,Mark Nasser,,,"producer / associate producer (107 episodes, 2011-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0128225,Andy Cadiff,"(76 episodes, 2010-2015)",,,male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1789828,Todd Milliner,,,"executive producer (124 episodes, 2010-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0709398,Chuck Ranberg,,"(11 episodes, 2010-2013)","co-executive producer / production executive (83 episodes, 2010-2014)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0002522,Jonathan Buss,,,"supervising producer (9 episodes, 2012-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0184719,Christopher G. Cowen,,,"co-executive producer / executive producer (9 episodes, 2012-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0005344,Joe Regalbuto,"(3 episodes, 2011-2013)",,,male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0423561,Steve Joe,,"(10 episodes, 2011-2013)","co-executive producer (73 episodes, 2011-2014)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0381318,Mark Herzog,,,"executive producer (9 episodes, 2012-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0545713,Chris Marcil,,"(17 episodes, 2010-2015)","co-executive producer / executive producer (123 episodes, 2010-2015)",mostly_male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0380863,Alex Herschlag,,"(8 episodes, 2012-2015)","consulting producer / co-executive producer / executive producer (113 episodes, 2011-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0565346,Vanessa McCarthy,,"(3 episodes, 2010-2012)",,female,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm3848015,Shannon Lansing,,,"line producer: TV Land (21 episodes, 2011-2012)",mostly_female,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm2997600,Keith Cox,,,"executive producer / associate producer (128 episodes, 2010-2015)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0956416,Eric Zicklin,,"(5 episodes, 2011-2012)",,male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0643553,Lynda Obst,,,"executive producer (124 episodes, 2010-2015)",female,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0135553,Dennis Capps,"(3 episodes, 2012-2015)",,,male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0282165,Anne Flett-Giordano,,"(11 episodes, 2010-2013)","co-executive producer (83 episodes, 2010-2014)",female,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm3351222,Justin W. Cooper,,,"creative executive: HCO (1 episode, 2012)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1132344,Matthew I. Goldberg,,,"co-executive producer (8 episodes, 2012-2014)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm5049522,Brian MacDonald,,,"creative executive: HCO (1 episode, 2012)",male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm3350741,Ryan Schiavo,,,"line producer / digital media producer (7 episodes, 2012-2014)",mostly_male,[]
2012,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1511130,Larry W. Jones,,,"executive producer (128 episodes, 2010-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0429224,Sebastian Jones,,"(12 episodes, 2011-2015)","consulting producer / co-executive producer / executive producer (92 episodes, 2011-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0842295,Rachel Sweet,,"(15 episodes, 2011-2015)","co-executive producer / executive producer (113 episodes, 2011-2015)",female,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0426169,Sam Johnson,,"(17 episodes, 2010-2015)","co-executive producer / executive producer / supervising producer (123 episodes, 2010-2015)",mostly_male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0553104,Suzanne Martin,,"(creator) (128 episodes, 2010-2015)","executive producer (123 episodes, 2010-2015)",female,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0870699,David Trainer,"(25 episodes, 2010-2013)",,,male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm3824550,Jameson Lyons,,"(4 episodes, 2013-2014)",,male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0444653,Joe Keenan,,"(2 episodes, 2013)",,male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0372704,Robert Heath,,,"co-executive producer / producer / executive producer (124 episodes, 2010-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0005003,Sean Hayes,,,"executive producer (124 episodes, 2010-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0578179,Jeff Melnick,,,"producer / associate producer (123 episodes, 2010-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1205848,Mark Nasser,,,"producer / associate producer (107 episodes, 2011-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0128225,Andy Cadiff,"(76 episodes, 2010-2015)",,,male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1789828,Todd Milliner,,,"executive producer (124 episodes, 2010-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0709398,Chuck Ranberg,,"(11 episodes, 2010-2013)","co-executive producer / production executive (83 episodes, 2010-2014)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0002522,Jonathan Buss,"(1 episode, 2013)",,"supervising producer (9 episodes, 2012-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0184719,Christopher G. Cowen,,"(1 episode, 2013)","co-executive producer / executive producer (9 episodes, 2012-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1501844,Jessica Wood,,"(6 episodes, 2013-2015)",,female,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0005344,Joe Regalbuto,"(3 episodes, 2011-2013)",,,male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0423561,Steve Joe,,"(10 episodes, 2011-2013)","co-executive producer (73 episodes, 2011-2014)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0381318,Mark Herzog,,,"executive producer (9 episodes, 2012-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0545713,Chris Marcil,,"(17 episodes, 2010-2015)","co-executive producer / executive producer (123 episodes, 2010-2015)",mostly_male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0380863,Alex Herschlag,,"(8 episodes, 2012-2015)","consulting producer / co-executive producer / executive producer (113 episodes, 2011-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm2997600,Keith Cox,,,"executive producer / associate producer (128 episodes, 2010-2015)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0643553,Lynda Obst,,,"executive producer (124 episodes, 2010-2015)",female,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0135553,Dennis Capps,"(3 episodes, 2012-2015)",,,male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0282165,Anne Flett-Giordano,,"(11 episodes, 2010-2013)","co-executive producer (83 episodes, 2010-2014)",female,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm2196148,Lisa Slopey,,"(5 episodes, 2013-2015)",,female,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1132344,Matthew I. Goldberg,,,"co-executive producer (8 episodes, 2012-2014)",male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm3350741,Ryan Schiavo,,,"line producer / digital media producer (7 episodes, 2012-2014)",mostly_male,[]
2013,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1511130,Larry W. Jones,,,"executive producer (128 episodes, 2010-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0429224,Sebastian Jones,,"(12 episodes, 2011-2015)","consulting producer / co-executive producer / executive producer (92 episodes, 2011-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0842295,Rachel Sweet,,"(15 episodes, 2011-2015)","co-executive producer / executive producer (113 episodes, 2011-2015)",female,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0723597,Anthony Rich,"(2 episodes, 2014)",,,male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0426169,Sam Johnson,,"(17 episodes, 2010-2015)","co-executive producer / executive producer / supervising producer (123 episodes, 2010-2015)",mostly_male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1755356,Ben Kalina,,,"animation producer (1 episode, 2014)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0553104,Suzanne Martin,,"(creator) (128 episodes, 2010-2015)","executive producer (123 episodes, 2010-2015)",female,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm2083678,Laura Solon,,"(6 episodes, 2014-2015)",,female,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm3824550,Jameson Lyons,,"(4 episodes, 2013-2014)",,male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0372704,Robert Heath,,,"co-executive producer / producer / executive producer (124 episodes, 2010-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0005003,Sean Hayes,,,"executive producer (124 episodes, 2010-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0578179,Jeff Melnick,,,"producer / associate producer (123 episodes, 2010-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0391040,Cheryl Holliday,,,"consulting producer (22 episodes, 2014-2015)",female,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0795922,Aaron Shure,,"(3 episodes, 2014)","consulting producer (22 episodes, 2014)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0857226,Sheridan Thayer,,,"production executive (6 episodes, 2014)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1205848,Mark Nasser,,,"producer / associate producer (107 episodes, 2011-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0128225,Andy Cadiff,"(76 episodes, 2010-2015)",,,male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1789828,Todd Milliner,,,"executive producer (124 episodes, 2010-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0709398,Chuck Ranberg,,,"co-executive producer / production executive (83 episodes, 2010-2014)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0002522,Jonathan Buss,,,"supervising producer (9 episodes, 2012-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0184719,Christopher G. Cowen,,,"co-executive producer / executive producer (9 episodes, 2012-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1501844,Jessica Wood,,"(6 episodes, 2013-2015)",,female,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0423561,Steve Joe,,,"co-executive producer (73 episodes, 2011-2014)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0381318,Mark Herzog,,,"executive producer (9 episodes, 2012-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0925870,John Whitesell,"(6 episodes, 2014)",,,male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0234534,Mike Doto,,,"digital media producer (10 episodes, 2014)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0545713,Chris Marcil,,"(17 episodes, 2010-2015)","co-executive producer / executive producer (123 episodes, 2010-2015)",mostly_male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0380863,Alex Herschlag,,"(8 episodes, 2012-2015)","consulting producer / co-executive producer / executive producer (113 episodes, 2011-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm2997600,Keith Cox,,,"executive producer / associate producer (128 episodes, 2010-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm5031662,David Holland,,"(1 episode, 2014)",,male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0277310,Peter Filsinger,"(2 episodes, 2014-2015)",,,male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0643553,Lynda Obst,,,"executive producer (124 episodes, 2010-2015)",female,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0135553,Dennis Capps,"(3 episodes, 2012-2015)",,,male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0282165,Anne Flett-Giordano,,,"co-executive producer (83 episodes, 2010-2014)",female,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm2196148,Lisa Slopey,,"(5 episodes, 2013-2015)",,female,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1132344,Matthew I. Goldberg,,,"co-executive producer (8 episodes, 2012-2014)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1725219,Jimmy Brooks,,,"associate producer / executive producer (44 episodes, 2014-2015)",male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm3350741,Ryan Schiavo,,,"line producer / digital media producer (7 episodes, 2012-2014)",mostly_male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0012121,Charlie Adler,,,"voice producer (1 episode, 2014)",mostly_male,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm0421675,Shelley Jensen,"(2 episodes, 2014)",,,female,[]
2014,tt1583607,Hot in Cleveland,(2010–2015),"
Comedy            ",6,1,nm1511130,Larry W. Jones,,,"executive producer (128 episodes, 2010-2015)",male,[]
