name_first,name_last,uuid,patent_id,inventor_id,#patents
Brett M.,Error,pjlhkdfez8j1wefynlka19vep,7603373,7383334-3,14
Brett M.,Error,rtcod39hnrjmewlix2381ityb,7441195,7383334-3,14
Brett M.,Error,spxi9o36p334pwldqfs5m9760,8521778,7383334-3,14
Luke,Evnin,68v1ap2wllyexxvkb7kf254mp,9920115,9212225-2,6
Luke,Evnin,6gr4if7f952aqf18zdu83r5zz,10100106,9212225-2,6
Luke,Evnin,ag4i47j8ruikbfh2fz86ysmg9,9212225,9212225-2,6
Luke,Evnin,pjcg16emfpeshjdgvrwybzgme,9708412,9212225-2,6
Luke,Evnin,ud57a9dm666dutozaw8715rpu,9803029,9212225-2,6
Luke,Evnin,y9dp1t070jb1qwz61o1upqwwq,10066016,9212225-2,6
Kenneth D.,Ferris,6dx7jl88dn4nj9zcpsjixai0w,3962537,3962537-2,1
Jason,Fish,019np3b6sztxf62ag7cmgzdbx,9068508,6711900-3,16
Jason,Fish,0evnciqthlv4q1fz6y6tk6x26,8276387,6711900-3,16
Jason,Fish,2zrw4usvnlmycl6vqpvfq3t7f,8051664,6711900-3,16
Jason,Fish,3eqfsyrz4b5k1eujor4k1u1hv,7942002,6711900-3,16
Jason,Fish,6bubd682o9kgk6uglt66krudc,7775047,6711900-3,16
Jason,Fish,8uvzkucvgshrtt6rcfoavv44q,7451599,6711900-3,16
Jason,Fish,bt35px0rwqdcg6yxqjb111u4i,7195042,6711900-3,16
Jason,Fish,fbvogtdejhiqz2tbj0vwo80qw,7607226,6711900-3,16
Jason,Fish,fim0unqu3e7dtpa2vx4oa9bcl,8171738,6711900-3,16
Jason,Fish,isecq0343ksj3sh51bt3yajbt,7305830,6711900-3,16
Jason,Fish,kyleh5nb652pp79dgm9vgo3nu,7765808,6711900-3,16
Jason,Fish,m5w08tanqja914evfm1p24tjl,7856825,6711900-3,16
Jason,Fish,xpm562c3k8y85csf7y6pbhkpt,8572976,6711900-3,16
Jason,Fish,y9e9u2t0w1ehev7j6qm6b4jjz,8303243,6711900-3,16
Jason,Fish,ygqutffu148nv7y5v4cqha60a,7937926,6711900-3,16
Jason,Fish,ypz0mqkis1of3bjrzcsamnxkv,7721546,6711900-3,16
Kevin,Fitzgerald,03m5yry1qvnre50rfbjahzvj1,9249415,5855885-5,76
Kevin,Fitzgerald,0dnibl6nzgikci7oicbusceg5,6886469,5707923-2,76
Kevin,Fitzgerald,18b0be5xb3v8lgy8z4j4i9i6a,D514497,D410614-1,76
Kevin,Fitzgerald,1mdc3yterl650ufx5a8ob9eow,8809292,5855885-5,76
Kevin,Fitzgerald,33umrey86nwkoq50pra24ulb2,8340964,5707923-2,76
Kevin,Fitzgerald,3yfgj6tg6r738g3w2gnvhp4yg,9850488,5855885-5,76
Kevin,Fitzgerald,4gi0o8yknvk0glpm4ty9efx7i,10125364,5855885-5,76
Kevin,Fitzgerald,4h6j9etsre4x8fq7k4s6ciksn,D571689,D410614-1,76
Kevin,Fitzgerald,5ns712o5pir2zvojwimpwcu0i,7846671,5855885-5,76
Kevin,Fitzgerald,5pn3776u1pu7v2jhdeal4jsrs,8433564,5707923-2,76
Kevin,Fitzgerald,6hdgxzyzepvy6c137iatp744l,D541699,D410614-1,76
Kevin,Fitzgerald,6udlow5kkqmdemq4jtmwzj2tr,D453722,D410614-1,76
Kevin,Fitzgerald,7knyh62k8ktwpja6102mka2kx,6805413,D410614-1,76
Kevin,Fitzgerald,88j3eeztj742zwvqz158iab85,D515492,D410614-1,76
Kevin,Fitzgerald,8zxqj88lwccdkli84i0dvqjfm,8457320,5707923-2,76
Kevin,Fitzgerald,9iwebpz9ky127s3p2dkfifhbg,D435823,D410614-1,76
Kevin,Fitzgerald,9l9y0gaw2nqnbd3562y8vu07n,D509783,D410614-1,76
Kevin,Fitzgerald,9lp2l34y0n20kvght0yrg8fsn,8344126,5855885-5,76
Kevin,Fitzgerald,9mxwfu3jrjo8u9ucnorjfgc0l,9198983,5855885-5,76
Kevin,Fitzgerald,9pa0c2ilwnu54ha2oondu1h7b,7956177,5855885-5,76
Kevin,Fitzgerald,alhu0z01ce4r1jd5mf0bcq9wf,D521435,D410614-1,76
Kevin,Fitzgerald,bn2a3agwb0j67k6npiarifh36,9260718,5855885-5,76
Kevin,Fitzgerald,cv40nqt9pzci53c2ghpo8qqpe,7875711,5855885-5,76
Kevin,Fitzgerald,d0bd2ixyda6h0zee5628w0ntw,D492926,D410614-1,76
Kevin,Fitzgerald,d258ahgioijaxtblrogpwr1mb,D438158,D410614-1,76
Kevin,Fitzgerald,de8opbho21kjffo0o86qhpmsw,9701963,5855885-5,76
Kevin,Fitzgerald,dhi6qtoxd4nrh3bg47199fcth,D461443,D410614-1,76
Kevin,Fitzgerald,dn9rgtqo1gvjjt7hs1vza0znc,D492924,D410614-1,76
Kevin,Fitzgerald,dth7eivyvtmgcv6s029jim7fc,D449267,D410614-1,76
Kevin,Fitzgerald,e172velv5glmbg6yl7c8mh1tk,9290760,5855885-5,76
Kevin,Fitzgerald,e5lch8xj7gf5sognhj398zhhi,10125369,5855885-5,76
Kevin,Fitzgerald,eihckjt6g5jt5dyh4usp6fsdb,9322018,5855885-5,76
Kevin,Fitzgerald,f67dzxkxmkgm792x3r834iiwv,D424499,D410614-1,76
Kevin,Fitzgerald,gcejg9nx14rx8pldm7m4j60at,7162958,5707923-2,76
Kevin,Fitzgerald,h84tvkihruaui09hr43f81n8s,D432068,D410614-1,76
Kevin,Fitzgerald,h9b9u28002eqs9zp86vni0pum,8273869,5855885-5,76
Kevin,Fitzgerald,hblngiahdv1budm8m78n6yjfc,D514981,D410614-1,76
Kevin,Fitzgerald,hxb7h0f6yy0zob02x3xjon85h,5855885,5855885-5,76
Kevin,Fitzgerald,hxp4tcqwh81ltja6jf4biko6i,D458889,D410614-1,76
Kevin,Fitzgerald,iog7w27z5tr7bhc2bu7pol7u9,8557744,5855885-5,76
Kevin,Fitzgerald,irpfyxyifrvmkkprwnchsb49e,D419514,D410614-1,76
Kevin,Fitzgerald,iwppwzick83krojpq9mpu4wwl,6851374,5707923-2,76
Kevin,Fitzgerald,j726s4qk9zgfylftjvkldupdd,D513218,D410614-1,76
Kevin,Fitzgerald,kcevuvjqihcb98znj4wlziod3,D458572,D410614-1,76
Kevin,Fitzgerald,khsbyac71a6lird4mg432flbh,D436339,D410614-1,76
Kevin,Fitzgerald,kmkaqem2eoyx98lbqr5zs2xuk,9822365,5855885-5,76
Kevin,Fitzgerald,ktdlvblrz4339o2z87re35b9k,D492925,D410614-1,76
Kevin,Fitzgerald,mauqlr2s29xo3tcouhxn6oohj,D460730,D410614-1,76
Kevin,Fitzgerald,oa15nb4ovuqxs79vzxvf88lsv,9631193,5855885-5,76
Kevin,Fitzgerald,ona2faka4p0r50lp28cqo26lc,D431807,D410614-1,76
Kevin,Fitzgerald,ooggcxt6gkesb8683et1tugrr,D437820,D410614-1,76
Kevin,Fitzgerald,op4l9a7zuufu1z96bkyvqzuc9,8598139,5855885-5,76
Kevin,Fitzgerald,orblwdgb2yg46brpc35z97jra,9133461,5855885-5,76
Kevin,Fitzgerald,ovo8tl1zorct2drdh85iuf68y,6663187,D410614-1,76
Kevin,Fitzgerald,p14ahnr8k4wjkd5j4ace59ymy,9970006,5855885-5,76
Kevin,Fitzgerald,qenz1nomjpmepqpl6art7k9kr,8765932,5855885-5,76
Kevin,Fitzgerald,quovi66xxq65y7qu5h472tig1,8222222,5855885-5,76
Kevin,Fitzgerald,r0dsnmem3mlnkrx868r2wgry6,D431518,D410614-1,76
Kevin,Fitzgerald,rdh46mtf7szay94vbgh5b9ecz,D430526,D410614-1,76
Kevin,Fitzgerald,re0et9cp4zs0m8a6arkrj8dew,9187746,5855885-5,76
Kevin,Fitzgerald,rh0e9u0hm7xanpdl7k16m2cvq,D438160,D410614-1,76
Kevin,Fitzgerald,rtj3kxgbplqi8oepm298r20qa,D433375,D410614-1,76
Kevin,Fitzgerald,sego3nj1tiksc5awoe2nvstd8,10119143,5855885-5,76
Kevin,Fitzgerald,sxhj6jbkjwtn4wpvcfhmxxhcl,9051567,5855885-5,76
Kevin,Fitzgerald,te7ro4ywwbuzjssi8ybcr1ubb,D460938,D410614-1,76
Kevin,Fitzgerald,u617d050394jwlibxwff2aqrp,9771591,5855885-5,76
Kevin,Fitzgerald,u7j5yrzkf1b2oqxmva8u6432b,7605251,5855885-5,76
Kevin,Fitzgerald,uo05uk60q4esqmv3q3puh8ffm,9315813,5855885-5,76
Kevin,Fitzgerald,uz1qihysthx5avdzsa7uv51hi,D449811,D410614-1,76
Kevin,Fitzgerald,v5jeuqtyw36fme9375im7de42,D432973,D410614-1,76
Kevin,Fitzgerald,vzqr2kyrgizsayix4n3dmd0qn,D492927,D410614-1,76
Kevin,Fitzgerald,waoqok9eknmiz8h2h40zhmt7t,10053689,5855885-5,76
Kevin,Fitzgerald,xcmvurpgoy8ayuxejrijtolpp,10077444,5855885-5,76
Kevin,Fitzgerald,xhi8w1wfcrytc3vwdbqbhi3km,8679781,5855885-5,76
Kevin,Fitzgerald,yf68rnt3b9p1juruxuiq8zb6p,7137341,5707923-2,76
Kevin,Fitzgerald,z8weuddjyyjhw34o0ak9ygs5s,7055915,D410614-1,76
Paul,Flanders,d5mzp005hqexy0fvoogdn1rpf,9526790,9526790-1,1
Richard,Forrest,mqv5b01m1u02ew2xi7i7is42j,7124512,4984373-1,1
Craig,Foster,6q1vwzls54sxg2x3knfiphzzd,9019095,9019095-6,3
Craig Z.,Foster,jd05k492ynuk4hbswy0ej1dyt,8120375,7098650-1,3
Craig Z.,Foster,zscg80vfbcstfsxjiypzszkxs,7098650,7098650-1,3
John,Foster,0cjj0ej713zzbuonkg1rtjs8q,6306707,3974104-1,42
John,Foster,21s1samqqdkjnttij8vtwh8xo,6042456,6042456-1,42
John,Foster,2d2ey8cbst0nmoj9e8p62664i,7400096,3974104-1,42
John,Foster,49rmtrujc6rgdy2yjt8c09pqx,8298505,3974104-1,42
John,Foster,4nn5kgbo0ssgiksza2dq63unu,8314022,3974104-1,42
John,Foster,5jzykrrm024ngm4rty8o159lr,7505241,7505241-7,42
John,Foster,89o7juogfsxfk2w2nr4723323,8466058,3974104-1,42
John,Foster,9ilnmben0padv0p4qa0sx0gy3,8575016,3974104-1,42
John,Foster,9lhdfhw4prr86u4koisxyus6i,8703620,3974104-1,42
John,Foster,aem1l1o0fadn0tdsnglhdl9tp,6470781,6042456-1,42
John,Foster,awmknc7rc7o3px5bn3sclgnlp,8603837,3974104-1,42
John,Foster,by04sojwzgb4v0aggh9th0z02,8513117,3974104-1,42
John,Foster,c8pkpggfk6hha9ms85s4adcgc,4567767,3974104-1,42
John,Foster,db94grhf4x9vuz1oz9qumxskl,4810334,3974104-1,42
John,Foster,ebxdo6oz4d9a5f4n3cz07y1ph,9831100,3974104-1,42
John,Foster,f0k3gfyh93kdr4kba3skopjz4,8735302,3974104-1,42
John,Foster,hccg0mqaa359og8g3pb4p408a,3974104,3974104-1,42
John,Foster,i1s5cmrnsjv52o0br9lcaddyy,5558758,3974104-1,42
John,Foster,ijldf52c4xnijzisxkhjauhm0,6146858,3974104-1,42
John,Foster,j0062vdx4n3oay008863avj3z,6790323,3974104-1,42
John,Foster,jmksljku0b4azmnkrqa3ytr3y,9464363,3974104-1,42
John,Foster,jubid5zk38al5ba2jfdvc0ast,4789441,3974104-1,42
John,Foster,jz0tl8kzg9ak0ozjfkme7zbsm,5037513,3974104-1,42
John,Foster,k69bsjuv53svjj64n7mfaw5st,5076897,5076897-3,42
John,Foster,kg0g0183vz8xzcuhycrpqogf8,9330937,3974104-1,42
John,Foster,kx65ylvc6klyx70srrjnuo2jr,5702574,3974104-1,42
John,Foster,mc4sz3s8alxde62plb1w1cwb6,7305935,3974104-1,42
John,Foster,mlhjz25662675wseidx3y37ts,9807995,9807995-1,42
John,Foster,n9p7kyv26r67y38rep7gk7gar,8945952,3974104-1,42
John,Foster,nwgga99cv8s7di1d8aokz6g59,9957629,3974104-1,42
John,Foster,ozm9d779fnllf3xn1m0y07vba,8854067,3974104-1,42
John,Foster,pefcgbejs0u500fjgpfj1p71z,D295121,D295121-1,42
John,Foster,qybkahej1nb4wci0flvg2f16x,5824205,3974104-1,42
John,Foster,r5ikk5nlvq3t23f71i2ca6a3k,9524142,9524142-3,42
John,Foster,r9hrbqjckv9ahh6xd14u09wcc,5833829,3974104-1,42
John,Foster,vf1qnovrzbfju2gyuewu7k24x,8716146,3974104-1,42
John,Foster,wmg3itsw3u3pgr5d85f3s5qg4,8859431,3974104-1,42
John,Foster,wnwmnasa8zz7opa83rz6c9qyg,9322062,3974104-1,42
John,Foster,wz31rihzj846ti1tacotnxv9r,4305792,3974104-1,42
John,Foster,grkefix5z2aeyv36ru4cjrx94,10174371,3974104-1,42
John J.,Foster,9now4wkcvbkiuikoutscd1uag,9155734,8969414-1,42
John J.,Foster,y74wr9lh234anzv5zx0jqarv5,8969414,8969414-1,42
Steven,Foster,2lef9iuwahhmd4gu9c3nrhd3a,6485077,6328366-1,14
Steven,Foster,4xskw5zc8jsbm2giu3336gzrj,6328366,6328366-1,14
Steven,Foster,7a1290l1l8hewthfa0yaz2vq3,6422642,6328366-1,14
Steven,Foster,9w5a30rtx2yj9eda4pzif1mum,8250025,8250025-2,14
Steven,Foster,aa49l533hlh5ljjlqc7p9p0x9,D300516,D300516-1,14
Steven,Foster,ijscqwu2ioyxbor8xzi4r11ds,6349988,6328366-1,14
Steven,Foster,kc31ue5z4vqb1oirrxzzrdjgi,9906610,8250025-2,14
Steven,Foster,l77axsfn0piyae2qyt4s8x924,6386622,6328366-1,14
Steven,Foster,mdno0eui641inyu5pzy8dji6o,6745470,6328366-1,14
Steven,Foster,p553voqqxllk4cietbrt68izj,7052077,6328366-1,14
Steven,Foster,svaqyonok6dhmqfpg9f55lbkb,6575524,6328366-1,14
Steven,Foster,t94xpndo66t35roiilm4fqklk,9976995,9976995-2,14
Steven,Foster,uuotkp1mbzrhffdl671e63m1o,6560561,6328366-1,14
Steven,Foster,yrqk93kpmvt02c1spfqkmncxw,9588944,8250025-2,14
William,Fox,51utayiih85unh9v53b43zvfk,4938408,4648542-1,9
William,Fox,5c7zi33j811475s8xjdgfnhwk,5205459,4648542-1,9
William,Fox,9pe8exxi65ziy8e5nk7gjv9md,5285945,4648542-1,9
William,Fox,9qpdsfueg9boogambwakso6jd,5271544,4648542-1,9
William,Fox,ga3f2ppufxi28zcjozpzurb2j,5275322,4648542-1,9
William,Fox,i9uply979fm1zuh9vkykunzt9,5649341,4007948-3,9
William,Fox,pf5oag7m0vplichpvhr9081s4,4951861,4648542-1,9
William,Fox,w04r1tpg9knay85anr1248p47,6067166,5041266-1,9
William W.,Fox,df8n2jqxqfw3ubrfk62o9r856,4741497,4741497-1,9
Theodore D.,Foxman,dldqf06ukx4g641jcgt27any0,9302162,9302162-1,1
Alan D.,Frazier,39qo68r37xc66z3bq4byjlu5b,D354871,4756485-2,14
Alan D.,Frazier,42fwc94negk9e32woq89jjbn1,4938382,4756485-2,14
Alan D.,Frazier,4vtuiqdx7tgx3pmchs71n9574,6079305,4756485-2,14
Alan D.,Frazier,8ti5z2z9vdeyv03tz2y2gwxcc,5691919,4756485-2,14
Alan D.,Frazier,brktg2hwwpaoc2upp74uf3iv6,5878381,4756485-2,14
Alan D.,Frazier,cb5g3kfjhxxfkqr0qa9tb1on6,5350087,4756485-2,14
Alan D.,Frazier,coz37lw2jjpsmxv2oectz6ebm,5560514,4756485-2,14
Alan D.,Frazier,e31zjkes6d2v5m7r7ewlypqy2,D360092,4756485-2,14
Alan D.,Frazier,j3rmvu1td1trqo0zfxau18oxh,5322186,4756485-2,14
Alan D.,Frazier,k8djzn1wygfbp5m9rj400fzgv,5480068,4756485-2,14
Alan D.,Frazier,lmmkmtgt3s4sdssusmgzqehw3,5456420,4756485-2,14
Alan D.,Frazier,n166i23mx8aw7ecu1d3ply21n,D351520,4756485-2,14
Alan D.,Frazier,oltfbj2vnkffdo25dd0kqtp8a,4756485,4756485-2,14
Alan D.,Frazier,wzfmb6mvzugauxykkx4e18vsr,5240147,4756485-2,14
John H,Friedman,n9tyymkwhyjjonv9p37fpejco,6624830,6615369-2,2
John H.,Friedman,suvvtjz6apl4dly2m80u2rgld,6615369,6615369-2,2
Richard,Friedman,imgm15gqxpxfz2fwbg04ey444,7695339,7695339-4,4
Richard,Friedman,kjarez2tp6juy22tgbmdxbk5u,D305613,D305613-1,4
Richard L.,Friedman,dbr8op4w53z4xr8qw1oxknmzz,7919258,7919258-1,4
Richard L.,Friedman,lkhmoajiadi4kl4yztlrdf9i2,8715679,7919258-1,4
Robert,Friedman,0670nah7pbx3gcdr0y3f6lcw7,9953365,4019016-1,29
Robert,Friedman,09mvq0wtqd619lriyzzzx1hfq,5928693,4575461-1,29
Robert,Friedman,169q8xvk93w59tfa1bfp8hxvv,9044596,4019016-1,29
Robert,Friedman,2hfdgm5acwjqlnbaqhin8i2l0,8692717,4019016-1,29
Robert,Friedman,3jnl4fmigb7xdknttc5ih0har,D777417,D777417-1,29
Robert,Friedman,3mfz3g5jeu6srkimwr59w2fpu,7089872,4012010-1,29
Robert,Friedman,4dmjn69skhj4ll0a3xpblpjj5,5139809,4575461-1,29
Robert,Friedman,72fjelc7fg6m52vclvg4nfhv1,9959571,4019016-1,29
Robert,Friedman,7dq33j3ubzfad2bedgmn8fs9b,8443107,4019016-1,29
Robert,Friedman,7v5tl3zwxlx39mdf30hddvzy1,8142497,6254825-1,29
Robert,Friedman,9gzvkxieku3wad6qim5b2ebvy,8032594,4019016-1,29
Robert,Friedman,9xl5olhnwypmyv20a1ul0e71n,9697566,4019016-1,29
Robert,Friedman,a9pyfprl0rbhm0iaq9a4r10m5,9506269,4012010-1,29
Robert,Friedman,bvjmi9w0iql5gfwo8mkwqy7qi,6855735,6855735-1,29
Robert,Friedman,coafuua62ljipjwf7cpnhv4c6,D727726,4019016-1,29
Robert,Friedman,ezi5vscbfdfwa3wpaa23anr4c,6147713,4019016-1,29
Robert,Friedman,fhb6uwycaidi80m5dmtbdu7p3,9947041,4019016-1,29
Robert,Friedman,hm94srb68689ci5qxs0ufo13e,6274792,4575461-1,29
Robert,Friedman,hutk3envxwndiy6ozr205joj5,8130777,4019016-1,29
Robert,Friedman,i3crbz2kjxhamji106x5cfqrh,5402783,5402783-1,29
Robert,Friedman,l2a0j3py5p37t2b88c582ip3l,D627222,4012010-1,29
Robert,Friedman,mj8d7cd9hf93zd5m7e3khda5s,5576048,4575461-1,29
Robert,Friedman,qfgx6autiagi6wlbzarxivr02,4019016,4019016-1,29
Robert,Friedman,r0cg2204lcw1l3d14odsx7kj2,9881335,4019016-1,29
Robert,Friedman,r3j2c70ptxh19q1otjxzwykag,10109007,4019016-1,29
Robert,Friedman,sbczdf14xgin0u5nol8txd0yt,5476674,4575461-1,29
Robert,Friedman,tqw2f5y33no8hw5cu18fa3xp4,9697565,4019016-1,29
Robert,Friedman,vc45b7qbicwz4yudi12d3quw4,5482560,4575461-1,29
Robert,Friedman,p52j394dvzt79ulz3q3a2km9u,10217161,4019016-1,29
Steven,Frisken,a41gkvdltseuo7rr5ltz3renp,6760149,5508845-1,3
Steven,Frisken,iheq7entsnqtd4cf3hbjn08kv,6757097,5508845-1,3
Steven,Frisken,ufuv1nx76er9kccn9wbpr7czw,6901175,5508845-1,3
David,Gagnon,498s6t6k1ss5uzb270ghbh6sz,6763711,4673363-2,2
David,Gagnon,7csu1pewo8iv8mvi59q488z42,6319114,4673363-2,2
Nicholas G.,Galakatos,3v6b8zgcepiygx1p1guhayz0y,5807824,5807824-3,2
Nicholas G.,Galakatos,vi76w4rrq3n9uuxr053xfi5qf,5837499,5807824-3,2
James,Gale,0yyxq5cfrg8tg7mqbe1qk9d2f,4503468,4503468-3,2
James,Gale,11y6iz5gip6l4e2dkls4xv48n,6655523,6655523-3,2
Robert,Gallotto,12ewbxi8vqajsfq1fvw2mgyua,9687420,9668942-2,4
Robert,Gallotto,i6aihhlgpuo9jilxv7uiwbl9o,9775783,9668942-2,4
Robert,Gallotto,ldof3gc25tgg3sqd1dog1db8w,9668942,9668942-2,4
Robert,Gallotto,xm9k4m5c3pmc8tvxx1cze5zoo,9775784,9668942-2,4
Valentin,Gapontsev,0i68ievxwy2p2c2rb4cu7uewi,9036249,3979322-8,35
Valentin,Gapontsev,6550rfi8krwirpsflysywsd6q,9306364,3979322-8,35
Valentin,Gapontsev,6v3p76ddtd2kkeidlzm14ej5w,9300108,3979322-8,35
Valentin,Gapontsev,72vqnr1s1a9oodubg79k2btcg,9395612,3979322-8,35
Valentin,Gapontsev,8bbl3543tazc3i3pyjnhsm2c9,9036667,3979322-8,35
Valentin,Gapontsev,8xdfsktawhfuvw21ed6q4zbvh,9140865,3979322-8,35
Valentin,Gapontsev,awe4ru3x8xgou0y3oi46qztfj,8582608,3979322-8,35
Valentin,Gapontsev,ax18d3qxp31n0tw2iben24v4x,8948218,3979322-8,35
Valentin,Gapontsev,jo6yh0gthjnz6rdliju6am16q,9882341,3979322-8,35
Valentin,Gapontsev,lto2jw6a9d48w97ag95t3sl8c,9435945,3979322-8,35
Valentin,Gapontsev,mvvpcgfy4ojljjv3scslbq6zm,8254417,3979322-8,35
Valentin,Gapontsev,nf1lydnaenbd4i25t1xm4iti9,9088131,3979322-8,35
Valentin,Gapontsev,r5333rh0rdilvdsa5xqkc632s,9444215,3979322-8,35
Valentin,Gapontsev,ucuhnw945uglrncmjhbi9vvik,9921168,3979322-8,35
Valentin,Gapontsev,w92m53gdep7df54khjove6exp,9667023,3979322-8,35
Valentin,Gapontsev,4e39rjy0qqesbyihfjnjelaid,10216063,3979322-8,35
Valentin P,Gapontsev,8zvk7dz8l2an7sueu3sbbsk08,8285101,3979322-8,35
Valentin P,Gapontsev,cf1l8lf0fbjgbaj8xohmasrvz,8179934,3979322-8,35
Valentin P,Gapontsev,erhvc3287z01zdx5ctqzltvs0,8139912,3979322-8,35
Valentin P,Gapontsev,nczm9or3mfs31zbew2x3koqyn,8204349,3979322-8,35
Valentin P,Gapontsev,nvdkpcnlqfy7jwd8kjksk209l,9716365,3979322-8,35
Valentin P,Gapontsev,srvxk2srfpt5bfuvtues51ij0,8828624,3979322-8,35
Valentin P,Gapontsev,vd5wrwlkbuqn8rlt5taa0y7u6,8655121,3979322-8,35
Valentin P,Gapontsev,w8yu3u6xlmko2wskmsvgf4wcm,7876805,3979322-8,35
Valentin P.,Gapontsev,0d90fhu4z7ia9lvntnkuko6zx,7912099,3979322-8,35
Valentin P.,Gapontsev,2xncqt55dunmwly316n3yjvnk,8081667,3979322-8,35
Valentin P.,Gapontsev,4a2xxmc88pjaduy1r2p6ic9ff,8781272,3979322-8,35
Valentin P.,Gapontsev,7u8pdqn9imuao2ix49cu10s45,7593435,3979322-8,35
Valentin P.,Gapontsev,et7z8anyo5hyr77xwgkbyogcy,8179929,3979322-8,35
Valentin P.,Gapontsev,itp0y7px9xddufxhis26c7swi,8068705,3979322-8,35
Valentin P.,Gapontsev,k4cj2y03dxfq2bi8voyophxqz,8724945,3979322-8,35
Valentin P.,Gapontsev,k5jgf5b7dxs2orko2b6n2f239,8830564,3979322-8,35
Valentin P.,Gapontsev,mdlj45ctbpugfbnwei0lmpizs,7283714,3979322-8,35
Valentin P.,Gapontsev,mytk31qjkvamk3y5k6q4fn6oe,8615029,3979322-8,35
Valentin P.,Gapontsev,z7setbdejuq5n5g7h5o0o956p,7848368,3979322-8,35
Manuel,Garcia,3hj97k0u1e4a1p9z71a6ydymd,5745029,5745029-1,3
Manuel,Garcia,843fs95rj4u3j8scfwhfkiac8,7819930,7819930-2,3
Manuel,Garcia,bq568r8enmnrkpjg2byk4lz8h,7811659,7811659-4,3
Robert,Garcia,3ysf2fm02wxiafbj698wmw2s0,7499188,7044619-2,7
Robert,Garcia,4r38eepa5hi1sj7outbbixa74,4222524,4222524-1,7
Robert,Garcia,7m4m8eihmdfnx5m4v3tiqaaxu,8540540,8540540-2,7
Robert,Garcia,ds4c9mzemq8tw1qi4x2ecjn3j,7044619,7044619-2,7
Robert,Garcia,h4gr5huf6p9gsqid3i16d3276,8089646,7044619-2,7
Robert,Garcia,h5r5vtfiijmdputr6t0l936wy,6143175,6143175-4,7
Robert,Garcia,k7r4t0jl2gkqyt6z7f3sc2fsn,D408240,D408240-1,7
James,Garvey,1f9xt3xv4u30l5qez7wgk0kyw,9134290,4966887-1,5
James,Garvey,kjv1rgcm18ikhrs5cxxpblpzs,D512859,D512859-1,5
James,Garvey,qg53r4afqy1loy9b45npr9yn8,10018567,4966887-1,5
James M.,Garvey,7mz5mk3p3dmf78hs4nc63q6jx,5763381,5763381-2,5
James M.,Garvey,snidro5p99g0izh9669rv4s18,5789535,5763381-2,5
Henry,Gauthier,fpu1cz7vyuft2el122jmmyowr,8500719,4297954-1,2
Henry,Gauthier,mh500gy5po78xbd0urcmksjxe,7732031,4297954-1,2
Armando,Geday,t58jjbdtl8hpz9da6rreqh63u,6192109,6192109-2,1
Eitan,Gertel,8s0h5pmdtzgi2nn491sn9lseq,5426433,5164692-1,10
Eitan,Gertel,9wn1cptxubg6wou9vk683uva7,5231078,5164692-1,10
Eitan,Gertel,gxx6jx5h2278ckoyl4tcfh2no,5424863,5164692-1,10
Eitan,Gertel,ljo1g9gfdkbr8ax35iuz3sybs,6634811,5164692-1,10
Eitan,Gertel,lxqnbu9devcy76cjebj04csuy,5164692,5164692-1,10
Eitan,Gertel,m7wypbdtbsb4bqc3m6obe8r6y,6226424,5164692-1,10
Eitan,Gertel,najg2eue8itv809zng93jq0fj,5532857,5164692-1,10
Eitan,Gertel,q8vg97ubauiprbbozn7r2tktz,5495359,5164692-1,10
Eitan,Gertel,svq3rxa59c3e8uh1fidzd0pqc,6370290,5164692-1,10
Eitan,Gertel,vg6wp990ewrln8318wv0s7api,7283701,5164692-1,10
Robert,Giardina,4zzy5t4tswlcw6bimak13uady,9946776,9514205-3,2
Robert,Giardina,7nugnws4pgxl7pwtg7sr6va0l,9514205,9514205-3,2
William,Gibbs,n0z3kx4gte8ar2wgcti483jp3,6748644,5638621-2,4
William,Gibbs,pb2xeq3iwormiuu5jy1z6jgcv,5638621,5638621-2,4
William,Gibbs,qa78v8pucoko4pf830zic19qd,5108576,5023824-4,4
William,Gibbs,xrb09o749lsb5f8pgxvnnfxfs,6698947,5638621-2,4
Steven,Gillis,1quseeezzaarmhjh8bmm2wdob,4473493,4401756-1,10
Steven,Gillis,1t9bne4t25nb9fmf9hu0itifn,RE33252,4401756-1,10
Steven,Gillis,8g3xv7uayahggk22nced6hy0t,4404280,4401756-1,10
Steven,Gillis,9mhxif1cjlnlwpjuzx3pyugu3,5202118,4401756-1,10
Steven,Gillis,aoxly4xbv9fhq6fkjwm1txyba,4411993,4401756-1,10
Steven,Gillis,bwyribbf8orn64ptjgrni3qg6,4411992,4401756-1,10
Steven,Gillis,u0gt62g3dnp3iqljsooqcc2v0,4473642,4401756-1,10
Steven,Gillis,v11fe4ocvj9ghtwanqbidvg55,5199942,4401756-1,10
Steven,Gillis,v5mkabh5gkotet22h05g5oy83,4401756,4401756-1,10
Steven,Gillis,vfds3oa0nmxz6bv597chnqwqm,4407945,4401756-1,10
Brian,Gleason,6q80059vm52e8v7ccv4s9knh6,10070204,9749717-3,3
Brian,Gleason,d1k2jswccprffiwy8v9y2pl8y,10070205,9749717-3,3
Brian,Gleason,yebo2nx9jcqu7jxzaeguoiu6b,9749717,9749717-3,3
Gregory,Glenn,23ii6n58iirfnmadjj2ysqcul,7344177,7344177-1,33
Gregory M.,Glenn,0043tad4tj9j5d72uhivzke7v,5910306,5056721-1,33
